tribunal,numero_formatado,numero_raw,classe,assuntos,url_consulta
TJPB,0801569-89.2026.8.15.3011,08015698920268153011,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpb.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0801569-89.2026.8.15.3011
TJPB,0821733-98.2026.8.15.2001,08217339820268152001,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpb.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0821733-98.2026.8.15.2001
TJPE,0001555-44.2002.8.17.1130,00015554420028171130,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001555-44.2002.8.17.1130
TJPE,0000211-05.2026.8.17.2450,00002110520268172450,Procedimento Comum Cível,"Empréstimo consignado, Contratos Bancários",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000211-05.2026.8.17.2450
TJPE,0000781-05.2026.8.17.8233,00007810520268178233,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000781-05.2026.8.17.8233
TJPE,0000881-84.2026.8.17.2210,00008818420268172210,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000881-84.2026.8.17.2210
TJPE,0003568-71.2025.8.17.8223,00035687120258178223,Recurso Inominado Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0003568-71.2025.8.17.8223
TJPE,0008899-94.2026.8.17.9000,00088999420268179000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0008899-94.2026.8.17.9000
TJPE,0013310-55.2026.8.17.8201,00133105520268178201,Procedimento do Juizado Especial Cível,"Rescisão do contrato e devolução do dinheiro, Contratos Bancários",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0013310-55.2026.8.17.8201
TJPE,0013344-30.2026.8.17.8201,00133443020268178201,Procedimento do Juizado Especial Cível,"Rescisão do contrato e devolução do dinheiro, Contratos Bancários",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0013344-30.2026.8.17.8201
TJPE,0000146-21.2025.8.17.2490,00001462120258172490,Apelação Cível,"Inclusão Indevida em Cadastro de Inadimplentes, Contratos Bancários",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000146-21.2025.8.17.2490
TJPE,0000599-39.2022.8.17.2290,00005993920228172290,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000599-39.2022.8.17.2290
TJPE,0000711-04.2026.8.17.3410,00007110420268173410,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000711-04.2026.8.17.3410
TJPE,0000775-95.2026.8.17.8233,00007759520268178233,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000775-95.2026.8.17.8233
TJPE,0000776-80.2026.8.17.8233,00007768020268178233,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000776-80.2026.8.17.8233
TJPE,0001066-64.2026.8.17.2100,00010666420268172100,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001066-64.2026.8.17.2100
TJPE,0001100-81.2026.8.17.3250,00011008120268173250,Consignação em Pagamento,"Contratos Bancários, Financiamento de Produto",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001100-81.2026.8.17.3250
TJPE,0001117-11.2026.8.17.3350,00011171120268173350,Busca e Apreensão em Alienação Fiduciária,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001117-11.2026.8.17.3350
TJPE,0001279-98.2026.8.17.2220,00012799820268172220,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001279-98.2026.8.17.2220
TJPE,0001350-63.2025.8.17.2470,00013506320258172470,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001350-63.2025.8.17.2470
TJPE,0002136-22.2023.8.17.2230,00021362220238172230,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0002136-22.2023.8.17.2230
TJPE,0002671-97.2026.8.17.8226,00026719720268178226,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0002671-97.2026.8.17.8226
TJPE,0003619-24.2026.8.17.3090,00036192420268173090,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0003619-24.2026.8.17.3090
TJPE,0004786-63.2026.8.17.2480,00047866320268172480,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0004786-63.2026.8.17.2480
TJPE,0004788-33.2026.8.17.2480,00047883320268172480,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0004788-33.2026.8.17.2480
TJPE,0005259-50.2024.8.17.2470,00052595020248172470,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0005259-50.2024.8.17.2470
TJPE,0005279-78.2025.8.17.2220,00052797820258172220,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0005279-78.2025.8.17.2220
TJPE,0006748-15.2023.8.17.2420,00067481520238172420,Apelação / Remessa Necessária,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0006748-15.2023.8.17.2420
TJPE,0006900-52.2026.8.17.2810,00069005220268172810,Procedimento Comum Cível,"Contratos Bancários, Repetição de indébito, Direito de Imagem",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0006900-52.2026.8.17.2810
TJPE,0008850-53.2026.8.17.9000,00088505320268179000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0008850-53.2026.8.17.9000
TJPE,0012921-70.2026.8.17.8201,00129217020268178201,Procedimento do Juizado Especial Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0012921-70.2026.8.17.8201
TJPE,0012967-59.2026.8.17.8201,00129675920268178201,Procedimento do Juizado Especial Cível,"Direito de Imagem, Contratos Bancários",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0012967-59.2026.8.17.8201
TJPE,0026521-37.2026.8.17.2001,00265213720268172001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0026521-37.2026.8.17.2001
TJPE,0026598-46.2026.8.17.2001,00265984620268172001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0026598-46.2026.8.17.2001
TJPE,0026609-75.2026.8.17.2001,00266097520268172001,Procedimento Comum Cível,"Contratos Bancários, Indenização por Dano Material",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0026609-75.2026.8.17.2001
TJPE,0000174-92.2026.8.17.2800,00001749220268172800,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000174-92.2026.8.17.2800
TJPE,0002635-77.2025.8.17.8230,00026357720258178230,Recurso Inominado Cível,"Direito de Imagem, Contratos Bancários, Direito de Imagem",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0002635-77.2025.8.17.8230
TJPE,0085955-88.2025.8.17.2001,00859558820258172001,Apelação Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0085955-88.2025.8.17.2001
TJPE,0000177-83.2026.8.17.2400,00001778320268172400,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000177-83.2026.8.17.2400
TJPE,0000676-77.2025.8.17.8228,00006767720258178228,Recurso Inominado Cível,"Contratos Bancários, Interpretação / Revisão de Contrato, Indenização por Dano Material, Rescisão do contrato e devolução do dinheiro, Protesto Indevido de Título",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000676-77.2025.8.17.8228
TJPE,0000687-09.2025.8.17.8228,00006870920258178228,Recurso Inominado Cível,"Contratos Bancários, Direito de Imagem",https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000687-09.2025.8.17.8228
TJPE,0000222-86.2026.8.17.2950,00002228620268172950,Procedimento Comum Cível,Contratos Bancários,https://pje.tjpe.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000222-86.2026.8.17.2950
TJPI,0755338-32.2026.8.18.0000,07553383220268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755338-32.2026.8.18.0000
TJPI,0755260-38.2026.8.18.0000,07552603820268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755260-38.2026.8.18.0000
TJPI,0800366-23.2023.8.18.0034,08003662320238180034,Apelação Cível,"Defeito, nulidade ou anulação, Contratos Bancários, Indenização por Dano Moral, Empréstimo consignado, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800366-23.2023.8.18.0034
TJPI,0755243-02.2026.8.18.0000,07552430220268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755243-02.2026.8.18.0000
TJPI,0800733-91.2023.8.18.0084,08007339120238180084,Apelação Cível,"Defeito, nulidade ou anulação, Contratos Bancários, Indenização por Dano Moral, Inépcia da Inicial , Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800733-91.2023.8.18.0084
TJPI,0800649-56.2024.8.18.0084,08006495620248180084,Apelação Cível,"Defeito, nulidade ou anulação, Indenização por Dano Moral, Contratos Bancários, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800649-56.2024.8.18.0084
TJPI,0800768-70.2025.8.18.0152,08007687020258180152,Recurso Inominado Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800768-70.2025.8.18.0152
TJPI,0001361-91.2017.8.18.0030,00013619120178180030,Apelação Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001361-91.2017.8.18.0030
TJPI,0800217-90.2025.8.18.0152,08002179020258180152,Recurso Inominado Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800217-90.2025.8.18.0152
TJPI,0811343-76.2025.8.18.0140,08113437620258180140,Apelação Cível,"Defeito, nulidade ou anulação, Contratos Bancários, Indenização por Dano Moral, Empréstimo consignado, Inépcia da Inicial , Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0811343-76.2025.8.18.0140
TJPI,0802992-63.2024.8.18.0039,08029926320248180039,Apelação Cível,"Indenização por Dano Material, Contratos Bancários, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0802992-63.2024.8.18.0039
TJPI,0800096-87.2026.8.18.0100,08000968720268180100,Apelação Cível,"Defeito, nulidade ou anulação, Indenização por Dano Moral, Contratos Bancários, Empréstimo consignado, Tarifas, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800096-87.2026.8.18.0100
TJPI,0802695-77.2024.8.18.0032,08026957720248180032,Apelação Cível,"Contratos Bancários, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0802695-77.2024.8.18.0032
TJPI,0802398-92.2025.8.18.0078,08023989220258180078,Apelação Cível,"Indenização por Dano Material, Protesto Indevido de Título, Contratos Bancários, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0802398-92.2025.8.18.0078
TJPI,0801149-63.2024.8.18.0039,08011496320248180039,Apelação Cível,"Inclusão Indevida em Cadastro de Inadimplentes, Indenização por Dano Material, Contratos Bancários, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0801149-63.2024.8.18.0039
TJPI,0755159-98.2026.8.18.0000,07551599820268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755159-98.2026.8.18.0000
TJPI,0755151-24.2026.8.18.0000,07551512420268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755151-24.2026.8.18.0000
TJPI,0755148-69.2026.8.18.0000,07551486920268180000,Agravo de Instrumento,"Interpretação / Revisão de Contrato, Contratos Bancários",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755148-69.2026.8.18.0000
TJPI,0755135-70.2026.8.18.0000,07551357020268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0755135-70.2026.8.18.0000
TJPI,0800348-70.2023.8.18.0076,08003487020238180076,Apelação Cível,"Indenização por Dano Moral, Contratos Bancários, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800348-70.2023.8.18.0076
TJPI,0839773-77.2021.8.18.0140,08397737720218180140,Apelação Cível,"Financiamento de Produto, Contratos Bancários, Tarifas",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0839773-77.2021.8.18.0140
TJPI,0802693-95.2024.8.18.0036,08026939520248180036,Apelação Cível,"Defeito, nulidade ou anulação, Indenização por Dano Moral, Contratos Bancários, Empréstimo consignado, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0802693-95.2024.8.18.0036
TJPI,0816692-94.2024.8.18.0140,08166929420248180140,Apelação Cível,"Interpretação / Revisão de Contrato, Indenização por Dano Moral, Contratos Bancários, Sucumbenciais , Repetição do Indébito, Revisão de Juros Remuneratórios, Capitalização/Anatocismo",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0816692-94.2024.8.18.0140
TJPI,0800029-75.2026.8.18.0051,08000297520268180051,Apelação Cível,"Defeito, nulidade ou anulação, Inclusão Indevida em Cadastro de Inadimplentes, Contratos Bancários, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800029-75.2026.8.18.0051
TJPI,0000736-62.2015.8.18.0051,00007366220158180051,Apelação Cível,"Defeito, nulidade ou anulação, Perdas e Danos, Contratos Bancários, Indenização por Dano Moral, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000736-62.2015.8.18.0051
TJPI,0801508-85.2025.8.18.0036,08015088520258180036,Apelação Cível,"Inclusão Indevida em Cadastro de Inadimplentes, Indenização por Dano Material, Contratos Bancários, Descontos Indevidos, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0801508-85.2025.8.18.0036
TJPI,0803989-17.2022.8.18.0039,08039891720228180039,Apelação Cível,"Indenização por Dano Material, Contratos Bancários, Indenização por Dano Moral, Empréstimo consignado",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0803989-17.2022.8.18.0039
TJPI,0800982-59.2025.8.18.0088,08009825920258180088,Apelação Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800982-59.2025.8.18.0088
TJPI,0800743-38.2023.8.18.0084,08007433820238180084,Apelação Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800743-38.2023.8.18.0084
TJPI,0754997-06.2026.8.18.0000,07549970620268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0754997-06.2026.8.18.0000
TJPI,0803209-09.2024.8.18.0039,08032090920248180039,Apelação Cível,"Indenização por Dano Moral, Indenização por Dano Material, Contratos Bancários, Empréstimo consignado, Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0803209-09.2024.8.18.0039
TJPI,0754984-07.2026.8.18.0000,07549840720268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0754984-07.2026.8.18.0000
TJPI,0802409-83.2025.8.18.0123,08024098320258180123,Recurso Inominado Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0802409-83.2025.8.18.0123
TJPI,0841250-33.2024.8.18.0140,08412503320248180140,Apelação Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0841250-33.2024.8.18.0140
TJPI,0754962-46.2026.8.18.0000,07549624620268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0754962-46.2026.8.18.0000
TJPI,0800870-45.2025.8.18.0103,08008704520258180103,Apelação Cível,"Defeito, nulidade ou anulação, Contratos Bancários, Indenização por Dano Moral, Inépcia da Inicial , Repetição do Indébito",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0800870-45.2025.8.18.0103
TJPI,0801231-37.2024.8.18.0155,08012313720248180155,Recurso Inominado Cível,"Contratos Bancários, Tarifas",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0801231-37.2024.8.18.0155
TJPI,0803118-79.2025.8.18.0136,08031187920258180136,Recurso Inominado Cível,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0803118-79.2025.8.18.0136
TJPI,0000257-98.2016.8.18.0030,00002579820168180030,Apelação Cível,"Contratos Bancários, Execução de Título Extrajudicial ",https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000257-98.2016.8.18.0030
TJPI,0754941-70.2026.8.18.0000,07549417020268180000,Agravo de Instrumento,Contratos Bancários,https://pje.tjpi.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0754941-70.2026.8.18.0000
TJPR,0002463-85.2017.8.16.0166,00024638520178160166,Embargos de Declaração Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0031982-96.2009.8.16.0001,00319829620098160001,Petição Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0004804-94.2011.8.16.0069,00048049420118160069,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0046633-92.2016.8.16.0000,00466339220168160000,Agravo Interno Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0012335-22.2026.8.16.0001,00123352220268160001,Agravo em Recurso Especial,"Contratos Bancários, Financiamento de Produto, Indenização por Dano Material, Indenização por Dano Moral, Repetição do Indébito, Tutela de Urgência",https://projudi.tjpr.jus.br/projudi/
TJPR,0012331-82.2026.8.16.0001,00123318220268160001,Agravo em Recurso Especial,"Contratos Bancários, Indenização por Dano Moral, Interpretação / Revisão de Contrato, Repetição do Indébito",https://projudi.tjpr.jus.br/projudi/
TJPR,0040268-70.2026.8.16.0000,00402687020268160000,Agravo de Instrumento,"Contratos Bancários, Crédito Rural",https://projudi.tjpr.jus.br/projudi/
TJPR,0003729-06.2026.8.16.0033,00037290620268160033,Agravo em Recurso Especial,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040677-46.2026.8.16.0000,00406774620268160000,Agravo em Recurso Especial,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040167-33.2026.8.16.0000,00401673320268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040206-30.2026.8.16.0000,00402063020268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040267-85.2026.8.16.0000,00402678520268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039169-65.2026.8.16.0000,00391696520268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040120-59.2026.8.16.0000,00401205920268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0015397-10.2026.8.16.0021,00153971020268160021,Agravo em Recurso Especial,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040156-04.2026.8.16.0000,00401560420268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040302-16.2025.8.16.0021,00403021620258160021,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040099-83.2026.8.16.0000,00400998320268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040091-09.2026.8.16.0000,00400910920268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040076-40.2026.8.16.0000,00400764020268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0001498-90.2025.8.16.0081,00014989020258160081,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0008566-05.2024.8.16.0024,00085660520248160024,Apelação Cível,"Contratos Bancários, Interpretação / Revisão de Contrato",https://projudi.tjpr.jus.br/projudi/
TJPR,0040018-37.2026.8.16.0000,00400183720268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0038073-15.2026.8.16.0000,00380731520268160000,Petição Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039672-86.2026.8.16.0000,00396728620268160000,Agravo de Instrumento,"Contratos Bancários, Liminar ",https://projudi.tjpr.jus.br/projudi/
TJPR,0039736-96.2026.8.16.0000,00397369620268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0003595-20.2025.8.16.0160,00035952020258160160,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0000984-63.2019.8.16.0206,00009846320198160206,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040392-53.2026.8.16.0000,00403925320268160000,Embargos de Declaração Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0001524-46.2025.8.16.0192,00015244620258160192,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040384-76.2026.8.16.0000,00403847620268160000,Embargos de Declaração Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039676-26.2026.8.16.0000,00396762620268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0009453-25.2025.8.16.0130,00094532520258160130,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0008446-34.2024.8.16.0194,00084463420248160194,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039528-15.2026.8.16.0000,00395281520268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039500-47.2026.8.16.0000,00395004720268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0039493-55.2026.8.16.0000,00394935520268160000,Agravo de Instrumento,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0040342-27.2026.8.16.0000,00403422720268160000,Agravo Interno Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0025246-38.2014.8.16.0017,00252463820148160017,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJPR,0000287-87.2012.8.16.0044,00002878720128160044,Apelação Cível,Contratos Bancários,https://projudi.tjpr.jus.br/projudi/
TJRJ,0803924-40.2026.8.19.0011,08039244020268190011,Procedimento do Juizado Especial Cível,"Análise de Crédito, Contratos Bancários, Cláusulas Abusivas",https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0803924-40.2026.8.19.0011
TJRJ,0805861-76.2026.8.19.0208,08058617620268190208,Procedimento do Juizado Especial Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0805861-76.2026.8.19.0208
TJRJ,0805300-29.2026.8.19.0054,08053002920268190054,Procedimento do Juizado Especial Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0805300-29.2026.8.19.0054
TJRJ,0813757-98.2026.8.19.0038,08137579820268190038,Procedimento do Juizado Especial Cível,"Contratos Bancários, Bancários",https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0813757-98.2026.8.19.0038
TJRJ,0802588-20.2026.8.19.0037,08025882020268190037,Procedimento Comum Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0802588-20.2026.8.19.0037
TJRJ,0805037-26.2026.8.19.0206,08050372620268190206,Procedimento do Juizado Especial Cível,"Inclusão Indevida em Cadastro de Inadimplentes, Contratos Bancários",https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0805037-26.2026.8.19.0206
TJRJ,0801845-90.2026.8.19.0075,08018459020268190075,Procedimento do Juizado Especial Cível,"Crédito Rotativo, Contratos Bancários, Análise de Crédito",https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0801845-90.2026.8.19.0075
TJRJ,0827976-33.2026.8.19.0001,08279763320268190001,Procedimento do Juizado Especial Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0827976-33.2026.8.19.0001
TJRJ,0827975-48.2026.8.19.0001,08279754820268190001,Procedimento do Juizado Especial Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0827975-48.2026.8.19.0001
TJRJ,0827967-71.2026.8.19.0001,08279677120268190001,Procedimento do Juizado Especial Cível,Contratos Bancários,https://www4.tjrj.jus.br/consultaProcessoWebV2/consultaMov.do?v=2&codigo=0827967-71.2026.8.19.0001
