tribunal,numero_formatado,numero_raw,classe,assuntos,url_consulta
TJAC,1000108-76.2021.8.01.0000,10001087620218010000,Agravo de Instrumento,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=1000108-76.2021.8.01.0000
TJAC,5000776-58.2026.8.01.0014,50007765820268010014,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000776-58.2026.8.01.0014
TJAC,5000445-79.2026.8.01.0013,50004457920268010013,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000445-79.2026.8.01.0013
TJAC,5000763-59.2026.8.01.0014,50007635920268010014,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000763-59.2026.8.01.0014
TJAC,5000800-25.2026.8.01.0002,50008002520268010002,Cumprimento de sentença,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000800-25.2026.8.01.0002
TJAC,5005664-12.2026.8.01.0001,50056641220268010001,Embargos à Execução,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5005664-12.2026.8.01.0001
TJAC,5000169-69.2026.8.01.0006,50001696920268010006,Monitória,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000169-69.2026.8.01.0006
TJAC,5005655-50.2026.8.01.0001,50056555020268010001,Monitória,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5005655-50.2026.8.01.0001
TJAC,5005555-95.2026.8.01.0001,50055559520268010001,Cumprimento de sentença,"Contratos Bancários, Honorários Advocatícios",https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5005555-95.2026.8.01.0001
TJAC,5000314-37.2026.8.01.0003,50003143720268010003,Monitória,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000314-37.2026.8.01.0003
TJAC,5000326-27.2026.8.01.0011,50003262720268010011,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000326-27.2026.8.01.0011
TJAC,5004904-63.2026.8.01.0001,50049046320268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004904-63.2026.8.01.0001
TJAC,5000325-42.2026.8.01.0011,50003254220268010011,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000325-42.2026.8.01.0011
TJAC,5004900-26.2026.8.01.0001,50049002620268010001,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004900-26.2026.8.01.0001
TJAC,5004893-34.2026.8.01.0001,50048933420268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004893-34.2026.8.01.0001
TJAC,5000324-57.2026.8.01.0011,50003245720268010011,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000324-57.2026.8.01.0011
TJAC,5000435-32.2026.8.01.0014,50004353220268010014,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000435-32.2026.8.01.0014
TJAC,5004862-14.2026.8.01.0001,50048621420268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004862-14.2026.8.01.0001
TJAC,5000111-60.2026.8.01.0008,50001116020268010008,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000111-60.2026.8.01.0008
TJAC,5000276-92.2026.8.01.0013,50002769220268010013,Monitória,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000276-92.2026.8.01.0013
TJAC,5000275-10.2026.8.01.0013,50002751020268010013,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000275-10.2026.8.01.0013
TJAC,5004853-52.2026.8.01.0001,50048535220268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004853-52.2026.8.01.0001
TJAC,5004810-18.2026.8.01.0001,50048101820268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004810-18.2026.8.01.0001
TJAC,5004808-48.2026.8.01.0001,50048084820268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004808-48.2026.8.01.0001
TJAC,5000321-05.2026.8.01.0011,50003210520268010011,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000321-05.2026.8.01.0011
TJAC,5004804-11.2026.8.01.0001,50048041120268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004804-11.2026.8.01.0001
TJAC,5004796-34.2026.8.01.0001,50047963420268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004796-34.2026.8.01.0001
TJAC,5004793-79.2026.8.01.0001,50047937920268010001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004793-79.2026.8.01.0001
TJAC,5004762-59.2026.8.01.0001,50047625920268010001,Cumprimento de sentença,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004762-59.2026.8.01.0001
TJAC,0701357-69.2025.8.01.0009,07013576920258010009,Apelação Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0701357-69.2025.8.01.0009
TJAC,5000658-21.2026.8.01.0002,50006582120268010002,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000658-21.2026.8.01.0002
TJAC,5004679-43.2026.8.01.0001,50046794320268010001,Procedimento do Juizado Especial Cível,"Contratos Bancários, Crédito Direto ao Consumidor - CDC, Indenização por Dano Moral",https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004679-43.2026.8.01.0001
TJAC,5004662-07.2026.8.01.0001,50046620720268010001,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004662-07.2026.8.01.0001
TJAC,5000647-89.2026.8.01.0002,50006478920268010002,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000647-89.2026.8.01.0002
TJAC,0001534-95.2025.8.01.0002,00015349520258010002,Recurso Inominado Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001534-95.2025.8.01.0002
TJAC,1000353-14.2026.8.01.0000,10003531420268010000,Agravo de Instrumento,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=1000353-14.2026.8.01.0000
TJAC,0715595-59.2021.8.01.0001,07155955920218010001,Apelação Cível,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715595-59.2021.8.01.0001
TJAC,5000128-05.2026.8.01.0006,50001280520268010006,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5000128-05.2026.8.01.0006
TJAC,5004442-09.2026.8.01.0001,50044420920268010001,Cumprimento de sentença,Contratos Bancários,https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=5004442-09.2026.8.01.0001
TJAC,0700162-83.2019.8.01.0001,07001628320198010001,Apelação Cível,"Cédula de Crédito Bancário, Contratos Bancários",https://pje.tjac.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700162-83.2019.8.01.0001
TJAL,0706416-24.2026.8.02.0058,07064162420268020058,Procedimento Comum Cível,"Práticas Abusivas, Contratos Bancários",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706416-24.2026.8.02.0058
TJAL,0706415-39.2026.8.02.0058,07064153920268020058,Procedimento Comum Cível,"Contratos Bancários, Práticas Abusivas",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706415-39.2026.8.02.0058
TJAL,0700695-03.2026.8.02.0055,07006950320268020055,Procedimento Comum Cível,"Interpretação / Revisão de Contrato, Contratos Bancários",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700695-03.2026.8.02.0055
TJAL,0700694-18.2026.8.02.0055,07006941820268020055,Procedimento Comum Cível,"Contratos Bancários, Interpretação / Revisão de Contrato",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700694-18.2026.8.02.0055
TJAL,0700407-28.2026.8.02.0064,07004072820268020064,Procedimento Comum Cível,"Contratos Bancários, Direito de Imagem, Indenização por Dano Material",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700407-28.2026.8.02.0064
TJAL,0700394-28.2026.8.02.0032,07003942820268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700394-28.2026.8.02.0032
TJAL,0700393-43.2026.8.02.0032,07003934320268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700393-43.2026.8.02.0032
TJAL,0700392-58.2026.8.02.0032,07003925820268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700392-58.2026.8.02.0032
TJAL,0700391-73.2026.8.02.0032,07003917320268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700391-73.2026.8.02.0032
TJAL,0700389-06.2026.8.02.0032,07003890620268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700389-06.2026.8.02.0032
TJAL,0700388-21.2026.8.02.0032,07003882120268020032,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700388-21.2026.8.02.0032
TJAL,0715937-67.2026.8.02.0001,07159376720268020001,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715937-67.2026.8.02.0001
TJAL,0714344-37.2025.8.02.0001,07143443720258020001,Apelação Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0714344-37.2025.8.02.0001
TJAL,0726563-82.2025.8.02.0001,07265638220258020001,Apelação Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0726563-82.2025.8.02.0001
TJAL,0715926-38.2026.8.02.0001,07159263820268020001,Monitória,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715926-38.2026.8.02.0001
TJAL,0742565-64.2024.8.02.0001,07425656420248020001,Apelação Cível,"Empréstimo consignado, Inclusão Indevida em Cadastro de Inadimplentes, Contratos Bancários, Cartão de Crédito, Indenização por Dano Material",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0742565-64.2024.8.02.0001
TJAL,0700017-36.2025.8.02.0018,07000173620258020018,Cumprimento Provisório de Sentença,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700017-36.2025.8.02.0018
TJAL,0715920-31.2026.8.02.0001,07159203120268020001,Execução de Título Extrajudicial,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715920-31.2026.8.02.0001
TJAL,0700187-13.2023.8.02.0039,07001871320238020039,Cumprimento Provisório de Sentença,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700187-13.2023.8.02.0039
TJAL,0706403-25.2026.8.02.0058,07064032520268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706403-25.2026.8.02.0058
TJAL,0715912-54.2026.8.02.0001,07159125420268020001,Monitória,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715912-54.2026.8.02.0001
TJAL,0706402-40.2026.8.02.0058,07064024020268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706402-40.2026.8.02.0058
TJAL,0706401-55.2026.8.02.0058,07064015520268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706401-55.2026.8.02.0058
TJAL,0706398-03.2026.8.02.0058,07063980320268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706398-03.2026.8.02.0058
TJAL,0706397-18.2026.8.02.0058,07063971820268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706397-18.2026.8.02.0058
TJAL,0740930-48.2024.8.02.0001,07409304820248020001,Apelação Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0740930-48.2024.8.02.0001
TJAL,0700389-59.2024.8.02.0037,07003895920248020037,Cumprimento Provisório de Sentença,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0700389-59.2024.8.02.0037
TJAL,0706394-63.2026.8.02.0058,07063946320268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706394-63.2026.8.02.0058
TJAL,0706393-78.2026.8.02.0058,07063937820268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706393-78.2026.8.02.0058
TJAL,0715896-03.2026.8.02.0001,07158960320268020001,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715896-03.2026.8.02.0001
TJAL,0715895-18.2026.8.02.0001,07158951820268020001,Procedimento Comum Cível,"Inclusão Indevida em Cadastro de Inadimplentes, Contratos Bancários, Indenização por Dano Material",https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715895-18.2026.8.02.0001
TJAL,0706391-11.2026.8.02.0058,07063911120268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706391-11.2026.8.02.0058
TJAL,0715891-78.2026.8.02.0001,07158917820268020001,Execução de Título Extrajudicial,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715891-78.2026.8.02.0001
TJAL,0706390-26.2026.8.02.0058,07063902620268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706390-26.2026.8.02.0058
TJAL,0715886-56.2026.8.02.0001,07158865620268020001,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715886-56.2026.8.02.0001
TJAL,0711260-28.2025.8.02.0001,07112602820258020001,Cumprimento de sentença,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0711260-28.2025.8.02.0001
TJAL,0706389-41.2026.8.02.0058,07063894120268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706389-41.2026.8.02.0058
TJAL,0715884-86.2026.8.02.0001,07158848620268020001,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715884-86.2026.8.02.0001
TJAL,0706386-86.2026.8.02.0058,07063868620268020058,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0706386-86.2026.8.02.0058
TJAL,0715880-49.2026.8.02.0001,07158804920268020001,Procedimento Comum Cível,Contratos Bancários,https://pje2.tjal.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0715880-49.2026.8.02.0001
TJAM,0577904-14.2024.8.04.0001,05779041420248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0577904-14.2024.8.04.0001
TJAM,0536060-84.2024.8.04.0001,05360608420248040001,Apelação Cível,"Interpretação / Revisão de Contrato, Contratos Bancários",https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0536060-84.2024.8.04.0001
TJAM,0600613-11.2025.8.04.5400,06006131120258045400,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0600613-11.2025.8.04.5400
TJAM,0240258-19.2025.8.04.1000,02402581920258041000,Apelação Cível,"Indenização por Dano Material, Contratos Bancários",https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0240258-19.2025.8.04.1000
TJAM,0214452-79.2025.8.04.1000,02144527920258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0214452-79.2025.8.04.1000
TJAM,0217716-07.2025.8.04.1000,02177160720258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0217716-07.2025.8.04.1000
TJAM,0476078-76.2023.8.04.0001,04760787620238040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0476078-76.2023.8.04.0001
TJAM,0228815-66.2022.8.04.0001,02288156620228040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0228815-66.2022.8.04.0001
TJAM,0554087-18.2024.8.04.0001,05540871820248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0554087-18.2024.8.04.0001
TJAM,0446917-84.2024.8.04.0001,04469178420248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0446917-84.2024.8.04.0001
TJAM,0601985-06.2023.8.04.2800,06019850620238042800,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0601985-06.2023.8.04.2800
TJAM,0009326-51.2026.8.04.9001,00093265120268049001,Agravo de Instrumento,"Cédula de Crédito Bancário, Contratos Bancários",https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009326-51.2026.8.04.9001
TJAM,0001070-33.2025.8.04.3900,00010703320258043900,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0001070-33.2025.8.04.3900
TJAM,0601781-23.2023.8.04.3200,06017812320238043200,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0601781-23.2023.8.04.3200
TJAM,0602059-36.2023.8.04.6300,06020593620238046300,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0602059-36.2023.8.04.6300
TJAM,0600596-61.2023.8.04.5200,06005966120238045200,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0600596-61.2023.8.04.5200
TJAM,0258249-08.2025.8.04.1000,02582490820258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0258249-08.2025.8.04.1000
TJAM,0429260-66.2023.8.04.0001,04292606620238040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0429260-66.2023.8.04.0001
TJAM,0221038-35.2025.8.04.1000,02210383520258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0221038-35.2025.8.04.1000
TJAM,0546878-95.2024.8.04.0001,05468789520248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0546878-95.2024.8.04.0001
TJAM,0070368-82.2025.8.04.1000,00703688220258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0070368-82.2025.8.04.1000
TJAM,0562100-40.2023.8.04.0001,05621004020238040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0562100-40.2023.8.04.0001
TJAM,0009256-34.2026.8.04.9001,00092563420268049001,Agravo de Instrumento,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009256-34.2026.8.04.9001
TJAM,0009272-85.2026.8.04.9001,00092728520268049001,Embargos de Declaração Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009272-85.2026.8.04.9001
TJAM,0487728-23.2023.8.04.0001,04877282320238040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0487728-23.2023.8.04.0001
TJAM,0601818-44.2023.8.04.0001,06018184420238040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0601818-44.2023.8.04.0001
TJAM,0480172-33.2024.8.04.0001,04801723320248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0480172-33.2024.8.04.0001
TJAM,0002225-71.2025.8.04.3900,00022257120258043900,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0002225-71.2025.8.04.3900
TJAM,0009247-72.2026.8.04.9001,00092477220268049001,Embargos de Declaração Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009247-72.2026.8.04.9001
TJAM,0602328-84.2024.8.04.6900,06023288420248046900,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0602328-84.2024.8.04.6900
TJAM,0047143-33.2025.8.04.1000,00471433320258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0047143-33.2025.8.04.1000
TJAM,0002084-52.2025.8.04.3900,00020845220258043900,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0002084-52.2025.8.04.3900
TJAM,0158588-56.2025.8.04.1000,01585885620258041000,Apelação Cível,"Indenização por Dano Material, Contratos Bancários",https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0158588-56.2025.8.04.1000
TJAM,0606848-26.2024.8.04.0001,06068482620248040001,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0606848-26.2024.8.04.0001
TJAM,0000298-28.2025.8.04.7600,00002982820258047600,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0000298-28.2025.8.04.7600
TJAM,0035761-43.2025.8.04.1000,00357614320258041000,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0035761-43.2025.8.04.1000
TJAM,0009063-19.2026.8.04.9001,00090631920268049001,Agravo de Instrumento,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009063-19.2026.8.04.9001
TJAM,0009073-63.2026.8.04.9001,00090736320268049001,Agravo Interno Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009073-63.2026.8.04.9001
TJAM,0006568-88.2025.8.04.6300,00065688820258046300,Apelação Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0006568-88.2025.8.04.6300
TJAM,0009045-95.2026.8.04.9001,00090459520268049001,Agravo Interno Cível,Contratos Bancários,https://pje.tjam.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=0009045-95.2026.8.04.9001
TJAP,6025574-51.2026.8.03.0001,60255745120268030001,Procedimento do Juizado Especial Cível,"Indenização por Dano Material, Contratos Bancários",https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6025574-51.2026.8.03.0001
TJAP,6001624-16.2026.8.03.0000,60016241620268030000,Agravo de Instrumento,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6001624-16.2026.8.03.0000
TJAP,6025490-50.2026.8.03.0001,60254905020268030001,Procedimento do Juizado Especial Cível,"Competência dos Juizados Especiais, Busca e Apreensão, Contratos Bancários",https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6025490-50.2026.8.03.0001
TJAP,6000989-11.2026.8.03.0008,60009891120268030008,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6000989-11.2026.8.03.0008
TJAP,6014919-51.2025.8.03.0002,60149195120258030002,Recurso Inominado Cível,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6014919-51.2025.8.03.0002
TJAP,6024875-60.2026.8.03.0001,60248756020268030001,Monitória,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6024875-60.2026.8.03.0001
TJAP,6024820-12.2026.8.03.0001,60248201220268030001,Execução de Título Extrajudicial,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6024820-12.2026.8.03.0001
TJAP,6024614-95.2026.8.03.0001,60246149520268030001,Procedimento Comum Cível,Contratos Bancários,https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6024614-95.2026.8.03.0001
TJAP,6000901-19.2025.8.03.0004,60009011920258030004,Apelação Cível,"Remessa Necessária , Contratos Bancários",https://pje.tjap.jus.br/pje/ConsultaPublica/listView.seam?numeroProcesso=6000901-19.2025.8.03.0004
